filepath,crop,disease_raw,environment,phash,disease
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_016.png,Cotton,FW,closed,e16a8fa59c987293,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_017.png,Cotton,FW,closed,acb296c9c3c98d9c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_018.png,Cotton,FW,closed,fb9cc2c32f64303c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_019.png,Cotton,FW,closed,fe9cc0633c84c39b,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_020.png,Cotton,FW,closed,a636db339890cd99,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_021.png,Cotton,FW,closed,e986d41394e9da69,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_022.png,Cotton,FW,closed,ee7884c0c797936a,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_023.png,Cotton,FW,closed,e16696d29399199d,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_024.png,Cotton,FW,closed,a80b9525d2f29f33,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_025.png,Cotton,FW,closed,a4e39a39c98cd99c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_026.png,Cotton,FW,closed,aef29590c2cdcb8c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_027.png,Cotton,FW,closed,b6a39a83cdcccc8c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_028.png,Cotton,FW,closed,e13696c3cb999998,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_029.png,Cotton,FW,closed,ffa0c08f8f5aca88,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_030.png,Cotton,FW,closed,ae7c91855b5a416d,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_031.png,Cotton,FW,closed,aef08592d24dcba3,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_032.png,Cotton,FW,closed,e567939898c9cb0e,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_033.png,Cotton,FW,closed,e3669c98933167cc,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_034.png,Cotton,FW,closed,eb42949d9cd8d645,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_035.png,Cotton,FW,closed,aa7995965ad0352b,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_036.png,Cotton,FW,closed,ea2d85ced4809b3e,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_037.png,Cotton,FW,closed,a6f69ec8ca389931,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_038.png,Cotton,FW,closed,ae3487cac28d9b1e,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_039.png,Cotton,FW,closed,e16187cc989ccf93,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_040.png,Cotton,FW,closed,a7729ecccd389883,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_041.png,Cotton,FW,closed,b83385c2c20f8fbd,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_042.png,Cotton,FW,closed,ae7885c5dad2582d,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_043.png,Cotton,FW,closed,ee3185d7d04a838f,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_044.png,Cotton,FW,closed,e3629c6d999d8686,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_045.png,Cotton,FW,closed,bc62868dc9d98f25,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_046.png,Cotton,FW,closed,a06f9e98cd999872,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_047.png,Cotton,FW,closed,afe0d097c25839ad,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_048.png,Cotton,FW,closed,efae908d3b093526,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_049.png,Cotton,FW,closed,acb9847adac50d1e,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_050.png,Cotton,FW,closed,ac3593c2785d2579,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_051.png,Cotton,FW,closed,e165979ace9c644c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_052.png,Cotton,FW,closed,fa6390a6879a8e59,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_053.png,Cotton,FW,closed,e806971c7c6bf18c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_054.png,Cotton,FW,closed,eb9994c30be6342b,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_055.png,Cotton,FW,closed,e36d95a79092d896,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_056.png,Cotton,FW,closed,ea19946e6ab4319b,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_057.png,Cotton,FW,closed,f083871ec9619db5,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_058.png,Cotton,FW,closed,e02f9eb2cd6c9990,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_059.png,Cotton,FW,closed,acb297cbc28d3c0e,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_060.png,Cotton,FW,closed,b2d7cceecf18300c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_061.png,Cotton,FW,closed,e8b58562d28d1e8f,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_062.png,Cotton,FW,closed,e8d6975960b635c2,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_063.png,Cotton,FW,closed,f43c93c198966d63,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_064.png,Cotton,FW,closed,bf99d0662f39f008,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_065.png,Cotton,FW,closed,ee9990c51ae62d1e,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_066.png,Cotton,FW,closed,eb6394ce989c8d92,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_067.png,Cotton,FW,closed,ec93913d32c4b5d2,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_068.png,Cotton,FW,closed,efc2d03d335a2c85,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_069.png,Cotton,FW,closed,ac3792d5687a053d,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_070.png,Cotton,FW,closed,aaa585cad28d3e87,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_071.png,Cotton,FW,closed,acb497c968563d34,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_072.png,Cotton,FW,closed,adb495cad20d3dc1,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_073.png,Cotton,FW,closed,a4cd9a3299cdcd34,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_074.png,Cotton,FW,closed,a169d2349ecac89f,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_075.png,Cotton,FW,closed,e56ecb65969830c3,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_076.png,Cotton,FW,closed,a624dbb298cdcd98,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_077.png,Cotton,FW,closed,e7699c249192db59,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_078.png,Cotton,FW,closed,a1e9d3349ecad807,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_079.png,Cotton,FW,closed,a6859b3299cdc93c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_080.png,Cotton,FW,closed,b691dc4dcf86390c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_081.png,Cotton,FW,closed,ecb1965ac3c598cc,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_082.png,Cotton,FW,closed,a50c9a22cf333d67,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_083.png,Cotton,FW,closed,a84d973bc3322f32,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_084.png,Cotton,FW,closed,bea6c04b9b3d30f0,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_085.png,Cotton,FW,closed,be2681d97a1725e2,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_086.png,Cotton,FW,closed,e1648767989bc69c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_087.png,Cotton,FW,closed,e26985a631764edc,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_088.png,Cotton,FW,closed,efd3d0079a7825a8,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_089.png,Cotton,FW,closed,edb3d0942f192437,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_090.png,Cotton,FW,closed,fc928578c20d39dd,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_091.png,Cotton,FW,closed,fcf293c578423d30,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_092.png,Cotton,FW,closed,e8a695618e4f6cd8,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_093.png,Cotton,FW,closed,b0b5c971c6ce62cc,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_094.png,Cotton,FW,closed,ec3b85a79ac4c29a,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_095.png,Cotton,FW,closed,e83b93c75a5a4c25,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_096.png,Cotton,FW,closed,ad62d21a2f327077,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_097.png,Cotton,FW,closed,ab66d0df87984b48,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_098.png,Cotton,FW,closed,e4369765c24b9d25,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_099.png,Cotton,FW,closed,e13396344a6d87ad,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_100.png,Cotton,FW,closed,aeecc4909ab33b1a,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_101.png,Cotton,FW,closed,aecc90933bede0c8,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_102.png,Cotton,FW,closed,b83295f0d2cc0bcf,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_103.png,Cotton,FW,closed,ac6bd3c46c2a2735,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_104.png,Cotton,FW,closed,bd63c007875ecacc,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_105.png,Cotton,FW,closed,bda3c23e6be06087,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_106.png,Cotton,FW,closed,ae2c84c39e97d11e,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_107.png,Cotton,FW,closed,b434cbc7cc93c338,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_108.png,Cotton,FW,closed,ee339487d3c2cac8,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_109.png,Cotton,FW,closed,e5629ea5309ad399,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_110.png,Cotton,FW,closed,e54a8e65d2381bc7,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_111.png,Cotton,FW,closed,ee7b91c469382437,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_112.png,Cotton,FW,closed,e16183cd989cce73,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_113.png,Cotton,FW,closed,b863d007879d4f9a,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_114.png,Cotton,FW,closed,b903d43f6fe06087,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_115.png,Cotton,FW,closed,ae2cc4c1da9af11b,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_116.png,Cotton,FW,closed,ae9c91237fa4c11b,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_117.png,Cotton,FW,closed,a531d20d9ee6d887,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_118.png,Cotton,FW,closed,f431cb5498c7cc9c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_119.png,Cotton,FW,closed,e84f85a4d2369b72,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_120.png,Cotton,FW,closed,e5289a978b339963,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_121.png,Cotton,FW,closed,e24a962599b6cda6,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_122.png,Cotton,FW,closed,eae3d41e809c1fd8,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_123.png,Cotton,FW,closed,bda0c20f2db07b33,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_124.png,Cotton,FW,closed,eb6c94d290997bc1,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_125.png,Cotton,FW,closed,ea63c1fc87941c9c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_126.png,Cotton,FW,closed,bda0d21c3db070b7,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_127.png,Cotton,FW,closed,aa34851fd2c2cfc5,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_128.png,Cotton,FW,closed,a8799497cf5a5ac0,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_129.png,Cotton,FW,closed,ad67c0a497989ada,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_130.png,Cotton,FW,closed,bd24d23c7de2c096,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_131.png,Cotton,FW,closed,af6cd0901e9b382f,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_132.png,Cotton,FW,closed,e7369c6e19296a91,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_133.png,Cotton,FW,closed,afcc90322fe9a4cc,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_134.png,Cotton,FW,closed,fa3595b0d0434d5b,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_135.png,Cotton,FW,closed,eaf585686a26b5b0,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_136.png,Cotton,FW,closed,bf63d01c4f4c29f0,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_137.png,Cotton,FW,closed,e76494654adb9591,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_138.png,Cotton,FW,closed,bd71c036879693c9,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_139.png,Cotton,FW,closed,bda3c23c7de06096,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_140.png,Cotton,FW,closed,fa6a95918e974c68,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_141.png,Cotton,FW,closed,e16d92d6989a4c6d,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_142.png,Cotton,FW,closed,ea76958516d7c948,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_143.png,Cotton,FW,closed,e467851ecab4b156,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_144.png,Cotton,FW,closed,e870958f4a78a9ad,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_145.png,Cotton,FW,closed,aff1d286878c99c8,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_146.png,Cotton,FW,closed,bd83d07c61e0878f,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_147.png,Cotton,FW,closed,a531c21b9ec7d98c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_148.png,Cotton,FW,closed,e58c9ab7c8333067,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_149.png,Cotton,FW,closed,e16a8da5965a6ad2,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_150.png,Cotton,FW,closed,becb91b5d9139032,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_151.png,Cotton,FW,closed,ea87943a6bc17a94,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_152.png,Cotton,FW,closed,fb61c0178cb8cf98,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_153.png,Cotton,FW,closed,eae795886aa36436,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_154.png,Cotton,FW,closed,e5659667199ac1d1,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_155.png,Cotton,FW,closed,bcc4d32368bca5cc,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_156.png,Cotton,FW,closed,a9c3d22c2df1c09f,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_157.png,Cotton,FW,closed,bcd2c26c3d9670e1,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_158.png,Cotton,FW,closed,beccc13b2fa0909e,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_159.png,Cotton,FW,closed,a79690492bb1e6ce,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_160.png,Cotton,FW,closed,b8c4877b683c9dc2,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_161.png,Cotton,FW,closed,e17287c59e3931cc,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_162.png,Cotton,FW,closed,e390946e3ae3c99c,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_163.png,Cotton,FW,closed,b896c5793297f0c2,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_164.png,Cotton,FW,closed,a9c6d03927d26997,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_165.png,Cotton,FW,closed,e571946e1a86cb99,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_166.png,Cotton,FW,closed,bfc0d02d72b24bc9,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_167.png,Cotton,FW,closed,adc8923f69a487d8,Fusarium Wilt
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\CLCE\FW\CLCE_FW_168.png,Cotton,FW,closed,eb94947a38e5c29c,Fusarium Wilt
